Group Number,Activity,Timestamp
510,First download of assignment,2022-01-26 07:30:00+00:00
510,Revisit PM Exercise in Moodle,2022-01-26 15:48:00+00:00
510,Solve tasks individually,2022-01-26 16:07:00+00:00
510,Coordinate with Assignment Group,2022-01-26 16:13:00+00:00
510,Recheck/Compare Task Results,2022-01-26 16:13:00+00:00
510,Submit results,2022-01-26 16:20:00+00:00
503,First download of assignment,2022-01-26 07:30:00+00:00
503,Revisit PM Exercise in Moodle,2022-01-26 15:49:00+00:00
503,Coordinate with Assignment Group,2022-01-26 16:06:00+00:00
503,Solve tasks individually,2022-01-26 16:07:00+00:00
503,Recheck/Compare Task Results,2022-01-26 16:15:00+00:00
503,Redo Task(s),2022-01-26 16:23:00+00:00
503,Solve tasks individually,2022-01-26 16:30:00+00:00
503,Recheck/Compare Task Results,2022-01-26 16:40:00+00:00
503,Redo Task(s),2022-01-26 16:46:00+00:00
503,Solve tasks individually,2022-01-26 16:52:00+00:00
503,Recheck/Compare Task Results,2022-01-26 17:00:00+00:00
503,Submit results,2022-01-26 17:10:00+00:00
516,First download of assignment,2022-01-26 07:30:00+00:00
516,Revisit PM Exercise in Moodle,2022-01-26 16:07:00+00:00
516,Coordinate with Assignment Group,2022-01-26 16:25:00+00:00
516,Solve tasks together,2022-01-26 16:26:00+00:00
516,Recheck/Compare Task Results,2022-01-26 16:32:00+00:00
516,Redo Task(s),2022-01-26 16:39:00+00:00
516,Solve tasks together,2022-01-26 17:26:00+00:00
516,Recheck/Compare Task Results,2022-01-26 17:34:00+00:00
516,Submit results,2022-01-26 17:40:00+00:00
514,First download of assignment,2022-01-26 07:30:00+00:00
514,Revisit PM Exercise in Moodle,2022-01-26 16:16:00+00:00
514,Solve tasks together,2022-01-26 16:36:00+00:00
514,Recheck/Compare Task Results,2022-01-26 16:45:00+00:00
514,Coordinate with Assignment Group,2022-01-26 16:49:00+00:00
514,Submit results,2022-01-26 16:55:00+00:00
501,First download of assignment,2022-01-26 07:30:00+00:00
501,Revisit PM Exercise in Moodle,2022-01-26 16:24:00+00:00
501,Solve tasks individually,2022-01-26 17:00:00+00:00
501,Recheck/Compare Task Results,2022-01-26 17:08:00+00:00
501,Coordinate with Assignment Group,2022-01-26 17:14:00+00:00
501,Submit results,2022-01-26 17:17:00+00:00
508,First download of assignment,2022-01-26 07:30:00+00:00
508,Revisit PM Exercise in Moodle,2022-01-26 16:28:00+00:00
508,Coordinate with Assignment Group,2022-01-26 17:06:00+00:00
508,Solve tasks together,2022-01-26 17:08:00+00:00
508,Recheck/Compare Task Results,2022-01-26 17:18:00+00:00
508,Submit results,2022-01-26 17:26:00+00:00
499,First download of assignment,2022-01-26 07:30:00+00:00
499,Revisit PM Exercise in Moodle,2022-01-26 17:55:00+00:00
499,Coordinate with Assignment Group,2022-01-27 08:22:00+00:00
499,Solve tasks individually,2022-01-27 08:25:00+00:00
499,Recheck/Compare Task Results,2022-01-27 08:34:00+00:00
499,Submit results,2022-01-27 08:41:00+00:00
507,First download of assignment,2022-01-26 07:30:00+00:00
507,Revisit PM Exercise in Moodle,2022-01-26 17:59:00+00:00
507,Coordinate with Assignment Group,2022-01-27 08:34:00+00:00
507,Solve tasks together,2022-01-27 08:40:00+00:00
507,Recheck/Compare Task Results,2022-01-27 08:48:00+00:00
507,Submit results,2022-01-27 08:55:00+00:00
532,First download of assignment,2022-01-27 07:30:00+00:00
532,Revisit PM Exercise in Moodle,2022-01-27 09:22:00+00:00
532,Coordinate with Assignment Group,2022-01-27 09:59:00+00:00
532,Solve tasks together,2022-01-27 10:39:00+00:00
532,Recheck/Compare Task Results,2022-01-27 10:45:00+00:00
532,Submit results,2022-01-27 10:50:00+00:00
531,First download of assignment,2022-01-27 07:30:00+00:00
531,Revisit PM Exercise in Moodle,2022-01-27 09:25:00+00:00
531,Solve tasks individually,2022-01-27 09:45:00+00:00
531,Coordinate with Assignment Group,2022-01-27 09:51:00+00:00
531,Recheck/Compare Task Results,2022-01-27 09:52:00+00:00
531,Submit results,2022-01-27 10:01:00+00:00
522,First download of assignment,2022-01-27 07:30:00+00:00
522,Revisit PM Exercise in Moodle,2022-01-27 09:32:00+00:00
522,Coordinate with Assignment Group,2022-01-27 10:07:00+00:00
522,Solve tasks individually,2022-01-27 10:15:00+00:00
522,Recheck/Compare Task Results,2022-01-27 10:25:00+00:00
522,Submit results,2022-01-27 10:34:00+00:00
533,First download of assignment,2022-01-27 07:30:00+00:00
533,Revisit PM Exercise in Moodle,2022-01-27 09:50:00+00:00
533,Solve tasks together,2022-01-27 10:11:00+00:00
533,Coordinate with Assignment Group,2022-01-27 10:13:00+00:00
533,Recheck/Compare Task Results,2022-01-27 10:18:00+00:00
533,Submit results,2022-01-27 10:23:00+00:00
518,First download of assignment,2022-01-27 07:30:00+00:00
518,Revisit PM Exercise in Moodle,2022-01-27 10:05:00+00:00
518,Solve tasks together,2022-01-27 10:43:00+00:00
518,Coordinate with Assignment Group,2022-01-27 10:43:00+00:00
518,Recheck/Compare Task Results,2022-01-27 10:49:00+00:00
518,Submit results,2022-01-27 10:56:00+00:00
525,First download of assignment,2022-01-27 07:30:00+00:00
525,Revisit PM Exercise in Moodle,2022-01-27 11:19:00+00:00
525,Coordinate with Assignment Group,2022-01-27 11:41:00+00:00
525,Solve tasks together,2022-01-27 11:46:00+00:00
525,Recheck/Compare Task Results,2022-01-27 11:52:00+00:00
525,Submit results,2022-01-27 11:59:00+00:00
526,First download of assignment,2022-01-27 07:30:00+00:00
526,Revisit PM Exercise in Moodle,2022-01-27 11:54:00+00:00
526,Solve tasks individually,2022-01-27 13:16:00+00:00
526,Coordinate with Assignment Group,2022-01-27 13:18:00+00:00
526,Recheck/Compare Task Results,2022-01-27 13:21:00+00:00
526,Submit results,2022-01-27 13:30:00+00:00
529,First download of assignment,2022-01-27 07:30:00+00:00
529,Revisit PM Exercise in Moodle,2022-01-27 13:47:00+00:00
529,Coordinate with Assignment Group,2022-01-27 14:10:00+00:00
529,Solve tasks together,2022-01-27 14:11:00+00:00
529,Recheck/Compare Task Results,2022-01-27 14:19:00+00:00
529,Submit results,2022-01-27 14:24:00+00:00
528,First download of assignment,2022-01-27 07:30:00+00:00
528,Revisit PM Exercise in Moodle,2022-01-27 14:55:00+00:00
528,Coordinate with Assignment Group,2022-01-27 15:37:00+00:00
528,Solve tasks together,2022-01-27 15:39:00+00:00
528,Recheck/Compare Task Results,2022-01-27 15:46:00+00:00
528,Submit results,2022-01-27 15:53:00+00:00
527,First download of assignment,2022-01-27 07:30:00+00:00
527,Revisit PM Exercise in Moodle,2022-01-27 16:27:00+00:00
527,Coordinate with Assignment Group,2022-01-27 16:45:00+00:00
527,Solve tasks together,2022-01-27 17:01:00+00:00
527,Recheck/Compare Task Results,2022-01-27 17:06:00+00:00
527,Submit results,2022-01-27 17:13:00+00:00
523,First download of assignment,2022-01-27 07:30:00+00:00
523,Revisit PM Exercise in Moodle,2022-01-27 17:12:00+00:00
523,Solve tasks individually,2022-01-27 17:33:00+00:00
523,Coordinate with Assignment Group,2022-01-27 17:41:00+00:00
523,Recheck/Compare Task Results,2022-01-27 17:41:00+00:00
523,Submit results,2022-01-27 17:50:00+00:00
534,First download of assignment,2022-01-27 07:30:00+00:00
534,Revisit PM Exercise in Moodle,2022-01-27 17:24:00+00:00
534,Coordinate with Assignment Group,2022-01-27 17:58:00+00:00
534,Solve tasks together,2022-01-28 08:02:00+00:00
534,Recheck/Compare Task Results,2022-01-28 08:11:00+00:00
534,Submit results,2022-01-28 08:20:00+00:00
521,First download of assignment,2022-01-27 07:30:00+00:00
521,Revisit PM Exercise in Moodle,2022-01-27 17:46:00+00:00
521,Solve tasks individually,2022-01-28 08:05:00+00:00
521,Coordinate with Assignment Group,2022-01-28 08:07:00+00:00
521,Recheck/Compare Task Results,2022-01-28 08:13:00+00:00
521,Submit results,2022-01-28 08:23:00+00:00
524,First download of assignment,2022-01-27 07:30:00+00:00
524,Revisit PM Exercise in Moodle,2022-01-27 17:53:00+00:00
524,Solve tasks individually,2022-01-28 08:33:00+00:00
524,Recheck/Compare Task Results,2022-01-28 08:39:00+00:00
524,Coordinate with Assignment Group,2022-01-28 08:40:00+00:00
524,Submit results,2022-01-28 08:47:00+00:00
542,First download of assignment,2022-01-28 07:30:00+00:00
542,Revisit PM Exercise in Moodle,2022-01-28 08:11:00+00:00
542,Coordinate with Assignment Group,2022-01-28 08:53:00+00:00
542,Solve tasks together,2022-01-28 09:29:00+00:00
542,Recheck/Compare Task Results,2022-01-28 09:34:00+00:00
542,Submit results,2022-01-28 09:41:00+00:00
539,First download of assignment,2022-01-28 07:30:00+00:00
539,Revisit PM Exercise in Moodle,2022-01-28 08:45:00+00:00
539,Solve tasks together,2022-01-28 09:18:00+00:00
539,Recheck/Compare Task Results,2022-01-28 09:23:00+00:00
539,Submit results,2022-01-28 09:31:00+00:00
539,Coordinate with Assignment Group,2022-01-28 09:31:00+00:00
535,First download of assignment,2022-01-28 07:30:00+00:00
535,Revisit PM Exercise in Moodle,2022-01-28 09:26:00+00:00
535,Coordinate with Assignment Group,2022-01-28 09:47:00+00:00
535,Solve tasks together,2022-01-28 10:11:00+00:00
535,Recheck/Compare Task Results,2022-01-28 10:16:00+00:00
535,Submit results,2022-01-28 10:22:00+00:00
541,First download of assignment,2022-01-28 07:30:00+00:00
541,Revisit PM Exercise in Moodle,2022-01-28 09:57:00+00:00
541,Coordinate with Assignment Group,2022-01-28 10:26:00+00:00
541,Solve tasks together,2022-01-28 10:42:00+00:00
541,Recheck/Compare Task Results,2022-01-28 10:52:00+00:00
541,Submit results,2022-01-28 11:01:00+00:00
544,First download of assignment,2022-01-28 07:30:00+00:00
544,Revisit PM Exercise in Moodle,2022-01-28 11:45:00+00:00
544,Solve tasks together,2022-01-28 13:01:00+00:00
544,Coordinate with Assignment Group,2022-01-28 13:01:00+00:00
544,Recheck/Compare Task Results,2022-01-28 13:11:00+00:00
544,Submit results,2022-01-28 13:19:00+00:00
540,First download of assignment,2022-01-28 07:30:00+00:00
540,Revisit PM Exercise in Moodle,2022-01-28 13:01:00+00:00
540,Coordinate with Assignment Group,2022-01-28 13:19:00+00:00
540,Solve tasks individually,2022-01-28 13:24:00+00:00
540,Recheck/Compare Task Results,2022-01-28 13:30:00+00:00
540,Submit results,2022-01-28 13:38:00+00:00
538,First download of assignment,2022-01-28 07:30:00+00:00
538,Revisit PM Exercise in Moodle,2022-01-28 13:04:00+00:00
538,Coordinate with Assignment Group,2022-01-28 13:22:00+00:00
538,Solve tasks individually,2022-01-28 13:39:00+00:00
538,Recheck/Compare Task Results,2022-01-28 13:48:00+00:00
538,Redo Task(s),2022-01-28 13:54:00+00:00
538,Solve tasks individually,2022-01-28 14:07:00+00:00
538,Recheck/Compare Task Results,2022-01-28 14:17:00+00:00
538,Submit results,2022-01-28 14:27:00+00:00
537,First download of assignment,2022-01-28 07:30:00+00:00
537,Revisit PM Exercise in Moodle,2022-01-28 14:52:00+00:00
537,Solve tasks individually,2022-01-28 15:21:00+00:00
537,Recheck/Compare Task Results,2022-01-28 15:28:00+00:00
537,Coordinate with Assignment Group,2022-01-28 15:33:00+00:00
537,Redo Task(s),2022-01-28 15:37:00+00:00
537,Solve tasks individually,2022-01-28 15:44:00+00:00
537,Recheck/Compare Task Results,2022-01-28 15:53:00+00:00
537,Redo Task(s),2022-01-28 15:58:00+00:00
537,Solve tasks individually,2022-01-28 16:07:00+00:00
537,Recheck/Compare Task Results,2022-01-28 16:14:00+00:00
537,Submit results,2022-01-28 16:20:00+00:00
548,First download of assignment,2022-01-28 07:30:00+00:00
548,Revisit PM Exercise in Moodle,2022-01-28 14:58:00+00:00
548,Coordinate with Assignment Group,2022-01-28 15:15:00+00:00
548,Solve tasks together,2022-01-28 15:56:00+00:00
548,Recheck/Compare Task Results,2022-01-28 16:04:00+00:00
548,Submit results,2022-01-28 16:13:00+00:00
545,First download of assignment,2022-01-28 07:30:00+00:00
545,Revisit PM Exercise in Moodle,2022-01-28 15:24:00+00:00
545,Solve tasks individually,2022-01-28 15:46:00+00:00
545,Recheck/Compare Task Results,2022-01-28 15:53:00+00:00
545,Coordinate with Assignment Group,2022-01-28 16:10:00+00:00
545,Submit results,2022-01-28 16:10:00+00:00
546,First download of assignment,2022-01-28 07:30:00+00:00
546,Revisit PM Exercise in Moodle,2022-01-28 15:35:00+00:00
546,Coordinate with Assignment Group,2022-01-28 15:55:00+00:00
546,Solve tasks individually,2022-01-28 16:02:00+00:00
546,Recheck/Compare Task Results,2022-01-28 16:08:00+00:00
546,Redo Task(s),2022-01-28 16:13:00+00:00
546,Solve tasks individually,2022-01-28 16:24:00+00:00
546,Recheck/Compare Task Results,2022-01-28 16:33:00+00:00
546,Submit results,2022-01-28 16:41:00+00:00
543,First download of assignment,2022-01-28 07:30:00+00:00
543,Revisit PM Exercise in Moodle,2022-01-28 16:40:00+00:00
543,Coordinate with Assignment Group,2022-01-28 16:55:00+00:00
543,Solve tasks together,2022-01-28 17:20:00+00:00
543,Recheck/Compare Task Results,2022-01-28 17:26:00+00:00
543,Submit results,2022-01-28 17:32:00+00:00
562,First download of assignment,2022-01-31 07:30:00+00:00
562,Revisit PM Exercise in Moodle,2022-01-31 08:52:00+00:00
562,Coordinate with Assignment Group,2022-01-31 09:34:00+00:00
562,Solve tasks together,2022-01-31 09:37:00+00:00
562,Recheck/Compare Task Results,2022-01-31 09:46:00+00:00
562,Submit results,2022-01-31 09:52:00+00:00
565,First download of assignment,2022-01-31 07:30:00+00:00
565,Revisit PM Exercise in Moodle,2022-01-31 09:38:00+00:00
565,Coordinate with Assignment Group,2022-01-31 10:24:00+00:00
565,Solve tasks together,2022-01-31 10:40:00+00:00
565,Recheck/Compare Task Results,2022-01-31 10:50:00+00:00
565,Submit results,2022-01-31 10:56:00+00:00
564,First download of assignment,2022-01-31 07:30:00+00:00
564,Revisit PM Exercise in Moodle,2022-01-31 10:09:00+00:00
564,Solve tasks together,2022-01-31 10:27:00+00:00
564,Coordinate with Assignment Group,2022-01-31 10:32:00+00:00
564,Recheck/Compare Task Results,2022-01-31 10:34:00+00:00
564,Submit results,2022-01-31 10:40:00+00:00
559,First download of assignment,2022-01-31 07:30:00+00:00
559,Revisit PM Exercise in Moodle,2022-01-31 10:42:00+00:00
559,Coordinate with Assignment Group,2022-01-31 11:09:00+00:00
559,Solve tasks together,2022-01-31 11:35:00+00:00
559,Recheck/Compare Task Results,2022-01-31 11:45:00+00:00
559,Submit results,2022-01-31 11:54:00+00:00
549,First download of assignment,2022-01-31 07:30:00+00:00
549,Revisit PM Exercise in Moodle,2022-01-31 11:05:00+00:00
549,Solve tasks together,2022-01-31 11:36:00+00:00
549,Recheck/Compare Task Results,2022-01-31 11:42:00+00:00
549,Coordinate with Assignment Group,2022-01-31 11:44:00+00:00
549,Submit results,2022-01-31 11:48:00+00:00
563,First download of assignment,2022-01-31 07:30:00+00:00
563,Revisit PM Exercise in Moodle,2022-01-31 11:14:00+00:00
563,Solve tasks together,2022-01-31 11:43:00+00:00
563,Recheck/Compare Task Results,2022-01-31 11:53:00+00:00
563,Coordinate with Assignment Group,2022-01-31 11:56:00+00:00
563,Submit results,2022-01-31 13:01:00+00:00
554,First download of assignment,2022-01-31 07:30:00+00:00
554,Revisit PM Exercise in Moodle,2022-01-31 13:24:00+00:00
554,Solve tasks individually,2022-01-31 14:02:00+00:00
554,Recheck/Compare Task Results,2022-01-31 14:08:00+00:00
554,Coordinate with Assignment Group,2022-01-31 14:11:00+00:00
554,Redo Task(s),2022-01-31 14:17:00+00:00
554,Solve tasks individually,2022-01-31 14:31:00+00:00
554,Recheck/Compare Task Results,2022-01-31 14:36:00+00:00
554,Submit results,2022-01-31 14:42:00+00:00
567,First download of assignment,2022-01-31 07:30:00+00:00
567,Revisit PM Exercise in Moodle,2022-01-31 13:40:00+00:00
567,Solve tasks individually,2022-01-31 13:58:00+00:00
567,Recheck/Compare Task Results,2022-01-31 14:05:00+00:00
567,Submit results,2022-01-31 14:12:00+00:00
567,Coordinate with Assignment Group,2022-01-31 14:12:00+00:00
555,First download of assignment,2022-01-31 07:30:00+00:00
555,Revisit PM Exercise in Moodle,2022-01-31 13:54:00+00:00
555,Coordinate with Assignment Group,2022-01-31 14:18:00+00:00
555,Solve tasks together,2022-01-31 14:24:00+00:00
555,Recheck/Compare Task Results,2022-01-31 14:29:00+00:00
555,Submit results,2022-01-31 14:37:00+00:00
552,First download of assignment,2022-01-31 07:30:00+00:00
552,Revisit PM Exercise in Moodle,2022-01-31 14:17:00+00:00
552,Coordinate with Assignment Group,2022-01-31 14:38:00+00:00
552,Solve tasks together,2022-01-31 15:24:00+00:00
552,Recheck/Compare Task Results,2022-01-31 15:33:00+00:00
552,Submit results,2022-01-31 15:39:00+00:00
553,First download of assignment,2022-01-31 07:30:00+00:00
553,Revisit PM Exercise in Moodle,2022-01-31 14:36:00+00:00
553,Coordinate with Assignment Group,2022-01-31 14:55:00+00:00
553,Solve tasks together,2022-01-31 15:03:00+00:00
553,Recheck/Compare Task Results,2022-01-31 15:12:00+00:00
553,Submit results,2022-01-31 15:20:00+00:00
573,First download of assignment,2022-01-31 07:30:00+00:00
573,Revisit PM Exercise in Moodle,2022-01-31 14:57:00+00:00
573,Solve tasks individually,2022-01-31 15:18:00+00:00
573,Recheck/Compare Task Results,2022-01-31 15:27:00+00:00
573,Coordinate with Assignment Group,2022-01-31 15:44:00+00:00
573,Submit results,2022-01-31 15:44:00+00:00
572,First download of assignment,2022-01-31 07:30:00+00:00
572,Revisit PM Exercise in Moodle,2022-01-31 15:14:00+00:00
572,Coordinate with Assignment Group,2022-01-31 15:37:00+00:00
572,Solve tasks individually,2022-01-31 15:41:00+00:00
572,Recheck/Compare Task Results,2022-01-31 15:47:00+00:00
572,Submit results,2022-01-31 15:54:00+00:00
556,First download of assignment,2022-01-31 07:30:00+00:00
556,Revisit PM Exercise in Moodle,2022-01-31 15:25:00+00:00
556,Solve tasks individually,2022-01-31 15:44:00+00:00
556,Recheck/Compare Task Results,2022-01-31 15:49:00+00:00
556,Coordinate with Assignment Group,2022-01-31 16:14:00+00:00
556,Submit results,2022-01-31 16:14:00+00:00
571,First download of assignment,2022-01-31 07:30:00+00:00
571,Revisit PM Exercise in Moodle,2022-01-31 15:39:00+00:00
571,Coordinate with Assignment Group,2022-01-31 15:55:00+00:00
571,Solve tasks individually,2022-01-31 16:14:00+00:00
571,Recheck/Compare Task Results,2022-01-31 16:20:00+00:00
571,Submit results,2022-01-31 16:30:00+00:00
566,First download of assignment,2022-01-31 07:30:00+00:00
566,Revisit PM Exercise in Moodle,2022-01-31 16:08:00+00:00
566,Coordinate with Assignment Group,2022-01-31 16:36:00+00:00
566,Solve tasks together,2022-01-31 16:58:00+00:00
566,Recheck/Compare Task Results,2022-01-31 17:07:00+00:00
566,Submit results,2022-01-31 17:13:00+00:00
551,First download of assignment,2022-01-31 07:30:00+00:00
551,Revisit PM Exercise in Moodle,2022-01-31 16:14:00+00:00
551,Solve tasks individually,2022-01-31 16:28:00+00:00
